DateLastVerified,ID,UUID,OperatorID,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DateCreated,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.Latitude,AddressInfo.Longitude
2016-06-04,63589,BD43CC06-8B51-48EF-B1F8-F27944961EE3,73.0,1.0,50,2016-06-04,2016-03-03,63935,'t Zand 7,'t Zand 7,Utrecht,3544 NC,52.0978,5.04515
2016-06-04,63588,73F442C2-E375-4CF2-96BD-1A70AC33968B,180.0,1.0,50,2016-06-04,2016-03-03,63934,Hellingweg 21,Hellingweg 21,Den Haag,2583 DZ,52.097653,4.26598
2016-06-04,63587,E1ADB673-79E9-4F5B-B887-5A907898CFFC,180.0,1.0,50,2016-06-04,2016-03-03,63933,Wassenaarseweg 239,Wassenaarseweg 239,Den Haag,2596 CT,52.096383,4.331685
2016-06-04,63586,A5DB9336-3715-4B38-8920-965393BEE9BD,103.0,1.0,50,2016-06-04,2016-03-03,63932,Raadhuisplein 5,Raadhuisplein 5,Alphen aan den Rijn,2391 BJ,52.09597864,4.595907
2016-06-04,63585,DC57EFAF-99C0-4CE1-8CE0-318B58CFD290,,2.0,50,2016-06-04,2016-03-03,63931,Bakhuizen van den Brinkstraat 49-BS,Bakhuizen van den Brinkstraat 49-BS,Utrecht,3532 GD,52.094417,5.094847
2016-06-04,63584,1A1F91E6-2EB8-4F1E-9E31-58E5DDFDFE22,,2.0,50,2016-06-04,2016-03-03,63930,Van Koetsveldstraat 1,Van Koetsveldstraat 1,Utrecht,3532 EP,52.094227,5.093393
2016-06-04,63583,7CC54D40-8ABF-48A8-BA97-901F04B9AEB5,,2.0,50,2016-06-04,2016-03-03,63929,Van Lennepstraat,Van Lennepstraat,Utrecht,3532 TL,52.09411,5.103257
2016-06-04,63582,D332B293-56EC-40A8-9AF3-3F8463038DC2,157.0,1.0,50,2016-06-04,2016-03-03,63928,Vleutenseweg 60,Vleutenseweg 60,Utrecht,3532 HL,52.0927857,5.1026469
2016-06-04,63581,3F6CD4A5-DA72-4869-848B-B189AB77B06F,180.0,1.0,50,2016-06-04,2016-03-03,63927,Vlaskamp 412,Vlaskamp 412,Den Haag,2592 AL,52.091939,4.350077
2016-06-04,63580,1E06FAD3-3177-4A6C-9CDF-1C46B09AD777,,2.0,50,2016-06-04,2016-03-03,63926,Lombokstraat 56,Lombokstraat 56,Utrecht,3531 RE,52.091628,5.10037
2016-06-04,63579,1C000851-0B17-453C-ACAB-787BCA4931B3,157.0,1.0,50,2016-06-04,2016-03-03,63925,Westplein,Westplein,Utrecht,3521 AH,52.0915690181575,5.10673987990117
2016-06-04,63578,657C883B-251D-4638-8375-D90B38D5242C,157.0,1.0,50,2016-06-04,2016-03-03,63924,Westplein,Westplein,Utrecht,3521 AH,52.0915162836393,5.10671842222905
2020-01-22,63577,82108222-DB26-4559-9590-1C9BF1FC5C69,103.0,1.0,50,2020-01-22,2016-03-03,63923,Marsmanstraat 74,Marsmanstraat 74,Zeist,3702XB,52.09168322888681,5.235252836050449
2016-06-04,63575,F66618E6-1DE9-4599-9E51-A04815E2A032,157.0,2.0,50,2016-06-04,2016-03-03,63921,Tweede Oosterparklaan 360,Tweede Oosterparklaan 360,Utrecht,3541 RW,52.0909340796976,5.0669599095703
2016-06-04,63573,B7E667EC-90FB-4521-B590-059854AE92BE,73.0,1.0,50,2016-06-04,2016-03-03,63919,Harmonielaan 18,Harmonielaan 18,Zeist,3704 HJ,52.09024,5.22381
2016-06-04,63572,BE28CF47-E6D4-4D79-91B9-27A6584DF6BB,157.0,1.0,50,2016-06-04,2016-03-03,63918,Korte Nieuwstraat,Korte Nieuwstraat,Utrecht,3512 NM,52.0889977,5.12247439999999
2016-06-04,63571,EF6CFB17-757C-49C9-8AD9-B5D0CC536577,73.0,1.0,50,2016-06-04,2016-03-03,63917,Kiefte 4,Kiefte 4,Berkelland,7151 HZ,52.08959,6.64195
2016-06-04,63569,77D863E6-93BC-46E4-B087-F2143D70176D,73.0,1.0,50,2016-06-04,2016-03-03,63915,Jan Meerdinklaan 36,Jan Meerdinklaan 36,Zeist,3702 TE,52.08886,5.23231
2016-06-04,63568,BC348A32-594A-4537-B8CB-B057242CA760,103.0,1.0,50,2016-06-04,2016-03-03,63914,Griffensteijnselaan,Griffensteijnselaan,Zeist,3704 XK,52.088373,5.218789
2016-06-04,63567,F1A5011F-26E8-4EEA-98A4-4E1AA5B2CEC6,73.0,1.0,50,2016-06-04,2016-03-03,63913,Lemsteraak 7011,Lemsteraak 7011,Bodegraven-Reeuwijk,2411 NC,52.08599,4.73891
2016-03-03,63565,CAEB532D-C17D-45D8-A68E-7BDEF3E78B91,73.0,1.0,50,2016-03-03,2016-03-03,63911,Meester de Klerkstraat 1,Meester de Klerkstraat 1,Zeist,3701 DL,52.08662,5.24283
2016-06-04,63564,A844F8B1-2655-459F-90FB-4FF3E4C3634E,179.0,2.0,50,2016-06-04,2016-03-03,63910,Utrechtseweg,Utrechtseweg,Zeist,3702 AA,52.086614,5.232463
2016-06-04,63563,9399AD71-49AE-4D74-B0DF-6819B7A3D2E7,73.0,1.0,50,2016-06-04,2016-03-03,63909,Huydecoperweg 17,Huydecoperweg 17,Zeist,3701 BP,52.08643,5.24665
2016-06-04,63562,DEFB56D4-747A-4B1D-B39E-DB7C234FB7D8,73.0,1.0,50,2016-06-04,2016-03-03,63908,Graadt van Roggenweg,Graadt van Roggenweg,Utrecht,3531 AB,52.08809,5.10236
2016-06-04,63561,7113523C-C419-4CD3-8368-276541A7A6CB,73.0,1.0,50,2016-06-04,2016-03-03,63907,Weijpoort,Weijpoort,Bodegraven-Reeuwijk,2415 BB,52.08344,4.79405
2016-06-04,63559,9175F050-7B05-4C3C-8982-24A6B26AB3E7,157.0,2.0,50,2016-06-04,2016-03-03,63905,Johan Wagenaarkade 21,Johan Wagenaarkade 21,Utrecht,3533 TC,52.085288099467,5.0804871636675
2016-06-04,63558,9EBC23DE-8DAE-49C3-85C6-22FDB675B52D,157.0,1.0,50,2016-06-04,2016-03-03,63904,Nico Bergsteijnweg 13,Nico Bergsteijnweg 13,Woudenberg,3931 CA,52.0850531,5.4175935
2016-06-04,63557,F7008AC6-53FF-45A3-9644-D381F08C244C,103.0,1.0,50,2016-06-04,2016-03-03,63903,Brugakker 4002,Brugakker 4002,Zeist,3704 ZA,52.08490228,5.21243341
2016-06-04,63555,825BA431-F8C3-446C-8860-571DACA471D5,180.0,1.0,50,2016-06-04,2016-03-03,63901,Leeuweriklaan 11,Leeuweriklaan 11,Den Haag,2566 JA,52.084548,4.263598
2016-06-04,63554,C783B3D0-EA74-4162-81E3-7F6895565092,103.0,1.0,50,2016-06-04,2016-03-03,63900,Nassaukade 29,Nassaukade 29,Woerden,3441 AC,52.083952,4.881818
2016-06-04,63550,0A04CFEF-B4CE-461C-A5CA-33AB66954A57,157.0,2.0,50,2016-06-04,2016-03-03,63896,Groenmarktstraat 59,Groenmarktstraat 59,Utrecht,3521 AV,52.0832504905647,5.1074252048935
2016-06-04,63548,5321102B-120F-471F-A7FC-D490A86F79D7,181.0,2.0,50,2016-06-04,2016-03-03,63894,Abstederhof 35,Abstederhof 35,Utrecht,3582 CK,52.082928,5.130471
2016-06-04,63547,251D6829-DA50-40AC-8754-8C9E17F5EE6E,179.0,2.0,50,2016-06-04,2016-03-03,63893,Voorstraat 12,Voorstraat 12,Woudenberg,3931 HD,52.082528,5.41339
2016-06-04,63546,495F9BDB-3F08-45EC-AF3C-ACE703855FF7,157.0,1.0,50,2016-06-04,2016-03-03,63892,Nijverheidsstraat 1b,Nijverheidsstraat 1b,Berkelland,7261 AK,52.0815965,6.4525285
2016-06-04,63545,1D07644E-FEAC-40A9-8ACE-C48AD070D617,73.0,1.0,50,2016-06-04,2016-03-03,63891,Bizetlaan 1,Bizetlaan 1,Utrecht,3533 KC,52.08211,5.08788
2016-06-04,63544,D8BC0764-1858-4618-9375-069A79ABBD00,73.0,1.0,50,2016-06-04,2016-03-03,63890,Gramserweg,Gramserweg,Zeist,3711 AZ,52.07987,5.31637
2016-06-04,63543,E9BEBA36-3FE9-4224-8219-C38DEE5C8F94,73.0,1.0,50,2016-06-04,2016-03-03,63889,Strijkviertel 64,Strijkviertel 64,Utrecht,3454 PP,52.07921,5.05835
2016-06-04,63542,24BBA9A7-B3F4-4E50-924A-7E35B56DBF8C,157.0,1.0,50,2016-06-04,2016-03-03,63888,Grebbeberglaan 15,Grebbeberglaan 15,Utrecht,3527 VX,52.0793973,5.09920579999994
2016-06-04,63541,934E6FE7-5A40-483A-BEA6-1AB3E1195BFA,73.0,1.0,50,2016-06-04,2016-03-03,63887,Damzigt 49,Damzigt 49,Utrecht,3454 PS,52.07898,5.04905
2016-06-04,63540,6708744D-6006-4F16-AD76-349C1018BDA5,73.0,1.0,50,2016-06-04,2016-03-03,63886,Hovenierslaan 15,Hovenierslaan 15,Scherpenzeel,3925 BW,52.0783,5.48049
2016-06-04,63539,A8A92F62-A713-43CD-AB00-84D07DC266B1,157.0,1.0,50,2016-06-04,2016-03-03,63885,Claudiuslaan 86,Claudiuslaan 86,Utrecht,3453 JD,52.0772254,5.0236914
2016-06-04,63538,7433216F-BAE2-4760-94AF-960C74B4F81E,180.0,1.0,50,2016-06-04,2016-03-03,63884,Willem Silviusstraat 57,Willem Silviusstraat 57,Rivierenbuurt,2515 TX,52.07689,4.325715
2016-06-04,63537,E58504C8-C8E4-4D23-B141-61F6DBA1504F,,2.0,50,2016-06-04,2016-03-03,63883,Arnhemse Bovenweg 15B,Arnhemse Bovenweg 15B,Zeist,3708 AA,52.076548,5.254512
2016-06-04,63536,7ABA0D69-D159-49E3-8D03-08088B69AE84,73.0,1.0,50,2016-06-04,2016-03-03,63882,Waardsedijk,Waardsedijk,Woerden,3448 CP,52.07702,4.87297
2016-06-04,63535,8188E0EB-6DC7-4993-A748-4E24CD8CF870,103.0,1.0,50,2016-06-04,2016-03-03,63881,Parklaan,Parklaan,Alphen aan den Rijn,2771 GB,52.07606357,4.64681058
2016-06-04,63534,1205C235-7A22-4012-9A74-9E1756675344,,1.0,50,2016-06-04,2016-03-03,63880,Oranje Nassaulaan,Oranje Nassaulaan,Zeist,3708 GA,52.07475,5.25906
2016-06-04,63533,C5FCC54E-BA02-4D92-92FD-E6AEFB13C113,73.0,1.0,50,2016-06-04,2016-03-03,63879,Wilgenlaan 19,Wilgenlaan 19,Renswoude,3927 AA,52.07444,5.54319
2016-06-04,63531,BFEA19F6-6C53-4DAB-AFC1-2F73875B80B4,73.0,1.0,50,2016-06-04,2016-03-03,63877,Boteyken 361,Boteyken 361,Utrecht,3454 PD,52.07399,5.04296
2016-06-04,63530,A1C51BC2-69E1-4AB8-AB36-06DC12F23509,73.0,1.0,50,2016-06-04,2016-03-03,63876,Arnhemse Bovenweg,Arnhemse Bovenweg,Zeist,3708 HA,52.07369,5.25708
2016-06-04,63529,B2DA262D-C3C7-4E24-BE3F-B6ABF2DC868E,157.0,1.0,50,2016-06-04,2016-03-03,63875,Supernovaweg,Supernovaweg,Den Haag,2516 AV,52.0719386,4.3367729
2016-06-04,63528,A716469F-4B3D-4270-B869-881277E0DCBA,73.0,1.0,50,2016-06-04,2016-03-03,63874,Ruseschans 33,Ruseschans 33,Zoetermeer,2728 HD,52.07157,4.52452
2016-06-04,63527,207C1A19-FD55-4191-A476-FEBF87D7076E,157.0,1.0,50,2016-06-04,2016-03-03,63873,Bevrijdingslaan,Bevrijdingslaan,Utrecht,3528,52.0701859336635,5.08323097229004
2016-06-04,63526,7DD7CADF-6E57-4BF2-B118-F1199EAB8372,180.0,1.0,50,2016-06-04,2016-03-03,63872,Apeldoornselaan 25A,Apeldoornselaan 25A,Rustenburg/Oostbroek,2573 LA,52.069614,4.282572
2016-06-04,63523,9364C85C-1476-4020-88E3-8741A12F50ED,,1.0,50,2016-06-04,2016-03-03,63869,Buytenparklaan 30,Buytenparklaan 30,Zoetermeer,2717 AX,52.06948,4.45846
2016-06-04,63522,E061F407-DBBA-4FED-ADB2-A0D1A9C82068,103.0,1.0,50,2016-06-04,2016-03-03,63868,Nassaustraat 6,Nassaustraat 6,Alphen aan den Rijn,2771 DW,52.0693113,4.65830025
2016-06-04,63521,FD1927B3-CB95-4D00-954C-657CAABFA7D6,103.0,1.0,50,2016-06-04,2016-03-03,63867,Sportlaan 17,Sportlaan 17,Utrechtse Heuvelrug,3971 NA,52.06719174,5.27228249
2016-06-04,63520,27CC0950-111C-4DC1-8F8A-7F826D9FE3D7,180.0,1.0,50,2016-06-04,2016-03-03,63866,Van Baaklaan 34,Van Baaklaan 34,Den Haag,2493 CG,52.064994,4.398831
2016-06-04,63519,65F0FA01-3561-4B5F-BD54-5E927E55D88F,157.0,1.0,50,2016-06-04,2016-03-03,63865,Plattenberg 25,Plattenberg 25,Utrechtse Heuvelrug,3951 AP,52.0641395,5.36340399999995
2016-06-04,63517,BB0E96FC-977D-43BE-81DB-6B9E532D1107,,2.0,50,2016-06-04,2016-03-03,63863,Papendorpseweg 99,Papendorpseweg 99,Utrecht,3528 BJ,52.063979,5.087489
2016-06-04,63516,2403885C-158C-47D6-BFF7-36C03BBA2864,180.0,1.0,50,2016-06-04,2016-03-03,63862,Thorbeckelaan 159,Thorbeckelaan 159,Den Haag,2564 BJ,52.063921,4.257417
2016-06-04,63515,1412B17D-D4EA-4939-8B53-EF67090C90BD,73.0,1.0,50,2016-06-04,2016-03-03,63861,Donaustroom 43,Donaustroom 43,Zoetermeer,2721 AA,52.06268,4.55087
2016-06-04,63514,F2B64741-E63E-478F-9A64-746E66313145,178.0,2.0,50,2016-06-04,2016-03-03,63860,Fonteynenburghlaan 19,Fonteynenburghlaan 19,Voorburg,2275 CZ,52.062328,4.349501
2016-06-04,63513,8A159D65-761D-4E0C-AFC7-06AEC0D5C60F,73.0,1.0,50,2016-06-04,2016-03-03,63859,Lekstroom 104,Lekstroom 104,Zoetermeer,2721 BK,52.06134,4.54505
2016-06-04,63512,7A9B5CD4-1930-425C-A5E7-BCDED47F22E6,157.0,1.0,50,2016-06-04,2016-03-03,63858,Hooft Graaflandstraat 33,Hooft Graaflandstraat 33,Utrecht,3525 VM,52.0612351,5.1171752
2016-06-04,63509,C3105426-CC1E-45A6-A307-D94127B11540,180.0,1.0,50,2016-06-04,2016-03-03,63855,Mozartlaan 247,Mozartlaan 247,Den Haag,2555 KA,52.060694,4.231361
2016-06-04,63508,01B3D2EB-B47F-4DA4-A9B1-9D1CBB57C750,180.0,1.0,50,2016-06-04,2016-03-03,63854,Libelsingel 70,Libelsingel 70,Den Haag,2492 RC,52.060551,4.417322
2016-06-04,63507,1E526849-26B8-426B-9FCA-2F04C34D5F85,73.0,1.0,50,2016-06-04,2016-03-03,63853,Melvill van Carnbeelaan 62,Melvill van Carnbeelaan 62,Utrechtse Heuvelrug,3971 BG,52.05941,5.29002
2016-06-04,63506,525C4543-A26B-4E35-9177-4255C3EFDBBF,73.0,1.0,50,2016-06-04,2016-03-03,63852,Imboslaan 130,Imboslaan 130,Rheden,6951 KC,52.05988,6.10173
2016-06-04,63505,A40F5480-607E-41CA-8EF0-732950AA14DC,73.0,1.0,50,2016-06-04,2016-03-03,63851,Haarweg 1c,Haarweg 1c,Utrechtse Heuvelrug,3953 BG,52.05816,5.40805
2016-06-04,63504,600C70DA-4955-49BB-8BB0-3EAB376751F7,157.0,1.0,50,2016-06-04,2016-03-03,63850,Livingstonelaan 3,Livingstonelaan 3,Utrecht,3526 HA,52.0579533,5.10516570000004
2016-06-04,63503,5C0912C9-3901-419D-8C17-EBC2D2D4BEAA,157.0,1.0,50,2016-06-04,2016-03-03,63849,Griffioenlaan,Griffioenlaan,Utrecht,3526 LD,52.0575802,5.1048076
2016-06-04,63502,8C16ACB3-8A44-4225-A3A4-E03E9A15991B,157.0,1.0,50,2016-06-04,2016-03-03,63848,Griffioenlaan,Griffioenlaan,Utrecht,3526 LA,52.0575016,5.10509780000007
2016-06-04,63501,7A1608D0-1DF3-42B0-BEAE-510611333A9E,180.0,1.0,50,2016-06-04,2016-03-03,63847,Zegveldstraat 4,Zegveldstraat 4,Den Haag,2546 EB,52.057465,4.273695
2016-06-04,63500,B3AC6AFF-C75C-4BC1-BEF1-0C7D8B2A2AD9,157.0,1.0,50,2016-06-04,2016-03-03,63846,Rijnenberghof 23,Rijnenberghof 23,Rheden,6952 HP,52.0570374,6.0900506
2016-06-04,63499,12BA2035-4B7B-43CC-91FB-AAC1BB45870A,73.0,1.0,50,2016-06-04,2016-03-03,63845,Amersfoortseweg 1,Amersfoortseweg 1,Utrechtse Heuvelrug,3951 LA,52.05675,5.34998
2016-06-04,63497,9F2B81A5-F600-4F68-9912-FEDFA1C917AB,180.0,1.0,50,2016-06-04,2016-03-03,63843,Architect van Lieflandstraat 11,Architect van Lieflandstraat 11,Den Haag,2552 ZB,52.056028,4.255057
2016-06-04,63496,A7410BF9-AFD3-42B4-BD7B-2B54B3837688,73.0,1.0,50,2016-06-04,2016-03-03,63842,Horstlaan 22,Horstlaan 22,Utrechtse Heuvelrug,3971 LC,52.05326,5.30165
2016-06-04,63495,A2D64019-F8C3-4D7D-81D0-61C7655ABBC9,73.0,1.0,50,2016-06-04,2016-03-03,63841,Gildeweg 23,Gildeweg 23,Pijnacker-Nootdorp,2632 BD,52.05157,4.40701
2017-11-28,63494,DB271B7C-C6F7-4787-9F3E-0DA15AF6C685,73.0,1.0,50,2017-11-28,2016-03-03,63840,Laan van 's-Gravenmade,Laan van 's-Gravenmade,Den Haag,2495 AJ,52.04906,4.35505
2016-06-04,63493,DC74F912-B2A3-40C3-9DFA-E2EA0D932335,103.0,1.0,50,2016-06-04,2016-03-03,63839,Simon de Vliegerhage 108,Simon de Vliegerhage 108,Nieuwegein,3437 KV,52.05049399,5.07620438
2016-06-04,63492,532DF3FB-8E8E-4453-B0DA-2766148C8771,73.0,1.0,50,2016-06-04,2016-03-03,63838,Ambachtshof 78,Ambachtshof 78,Pijnacker-Nootdorp,2632 BB,52.05022,4.40892
2016-06-04,63491,CB36BB3F-E6E8-4F6A-B146-8C8A154678AC,73.0,1.0,50,2016-06-04,2016-03-03,63837,Mevrouw Leinweberlaan 35,Mevrouw Leinweberlaan 35,Utrechtse Heuvelrug,3971 KX,52.0503,5.29559
2016-06-04,63490,566D7948-04F8-43D0-807B-CA5FF987E4D1,73.0,1.0,50,2016-06-04,2016-03-03,63836,Akkerwinde 49,Akkerwinde 49,Waddinxveen,2742 DT,52.05013,4.64351
2016-06-04,63489,220F72B3-37C9-4A4A-AE76-FAB63CE8D4EB,73.0,1.0,50,2016-06-04,2016-03-03,63835,de Bleek 6,de Bleek 6,Woerden,3447 GV,52.04959,5.1448
2016-06-04,63488,2F90B485-76F7-4905-91A1-92658E3EDE55,103.0,1.0,50,2016-06-04,2016-03-03,63834,Frans Halshage 24,Frans Halshage 24,Nieuwegein,3438 JG,52.04929268,5.08478371
2016-06-04,63487,E318A9DD-D144-4904-B816-41B151FC728C,180.0,1.0,50,2016-06-04,2016-03-03,63833,B. Thoenplantsoen 32,B. Thoenplantsoen 32,Den Haag,2552 JK,52.049088,4.242121
2016-06-04,63486,F88BBD9F-EBAB-4AEE-9E89-982D2D29E863,180.0,1.0,50,2016-06-04,2016-03-03,63832,Hertenrade 122,Hertenrade 122,Den Haag,2544 HK,52.047327,4.261761
2016-06-04,63485,5B85F7AF-66AB-48D5-90DE-8C043AEDAC88,180.0,1.0,50,2016-06-04,2016-03-03,63831,Hengelolaan 564,Hengelolaan 564,Den Haag,2545 KD,52.04731,4.268771
2016-06-04,63484,A26453E6-5633-4B76-926D-80A23A8610A6,73.0,1.0,50,2016-06-04,2016-03-03,63830,Brederhorst 63,Brederhorst 63,Ede,6714 KC,52.04688,5.64061
2016-06-04,63483,86AC85F2-2EC4-491F-8483-299085A4C99F,157.0,1.0,50,2016-06-04,2016-03-03,63829,Meerlobrug,Meerlobrug,IJsselstein,3402 PH,52.0460666176932,5.01940839786994
2016-06-04,63481,CD0E5EF6-6A9D-4D0F-B027-B714C12827A9,157.0,1.0,50,2016-06-04,2016-03-03,63827,Witte de Withlaan 4,Witte de Withlaan 4,Utrechtse Heuvelrug,3941 WS,52.0441952,5.3359673
2016-06-04,63480,6C789846-D608-42E9-80F5-374908D10C25,103.0,1.0,50,2016-06-04,2016-03-03,63826,Orpheuslaan 54,Orpheuslaan 54,Nieuwegein,3438 VX,52.04416107,5.09076229
2016-06-04,63479,9C31EA3B-7CEA-474C-A0EC-D563D939E1B9,73.0,1.0,50,2016-06-04,2016-03-03,63825,Neonstraat 4,Neonstraat 4,Ede,6718 WV,52.04323,5.61634
2016-06-04,63478,B33CAB72-44F3-4288-AEB6-C17116D45F47,73.0,1.0,50,2016-06-04,2016-03-03,63824,'s-Gravenbroekseweg 25,'s-Gravenbroekseweg 25,Bodegraven-Reeuwijk,2811 GB,52.04275,4.73446
2016-06-04,63477,78244FFA-04C1-4341-B0E0-C8E4A76C22A4,73.0,1.0,50,2016-06-04,2016-03-03,63823,Neonstraat,Neonstraat,Ede,6718 WX,52.04329,5.616
2016-06-04,63476,322A99CC-4A9B-4151-B700-6A1B31D6FD51,73.0,1.0,50,2016-06-04,2016-03-03,63822,Amsterdamseweg 53,Amsterdamseweg 53,Amersfoort,3812 RP,52.04177,4.3786
2016-06-04,63475,81D75C9A-98EF-4B46-BA4C-0E6387B140A0,73.0,1.0,50,2016-06-04,2016-03-03,63821,Kameraarsweide 1,Kameraarsweide 1,Nieuwegein,3437 CB,52.04112,5.07147
2016-06-04,63474,F7641807-6F62-4F0B-94E0-16711440DBAF,103.0,1.0,50,2016-06-04,2016-03-03,63820,Harplaan 7,Harplaan 7,Nieuwegein,3438 CN,52.04120671,5.08373802
2016-06-04,63473,BCB7AF59-39A6-4526-B408-2C76D56DFEE3,180.0,1.0,50,2016-06-04,2016-03-03,63819,Speerpunt,Speerpunt,Den Haag,2496 SC,52.040908,4.36809
2016-06-04,63472,1878C3EC-5F8D-49F6-B777-23EA5F572897,103.0,1.0,50,2016-06-04,2016-03-03,63818,Randhoeve 2,Randhoeve 2,Houten,3992 XH,52.038813,5.162499
2016-06-04,63471,99EE7E9B-28D4-433E-BD26-032DA5B2F6B3,180.0,1.0,50,2016-06-04,2016-03-03,63817,Beresteinlaan 603,Beresteinlaan 603,Den Haag,2542 JP,52.038436,4.258978
2016-06-04,63470,914B1285-8BBB-47E3-933F-95A2837DA60F,157.0,1.0,50,2016-06-04,2016-03-03,63816,Schoutstraat 2,Schoutstraat 2,Montfoort,3417 SP,52.0382402,4.9487156
2016-06-04,63468,90EAFD47-9617-44E6-A12D-279217904AD2,73.0,1.0,50,2016-06-04,2016-03-03,63814,Donsvlinderstraat,Donsvlinderstraat,Veenendaal,3905 KK,52.037603387698,5.5596613883972
2016-06-04,63467,5487BB7F-C70A-4246-A855-B9827C4D3DE0,73.0,1.0,50,2016-06-04,2016-03-03,63813,Vuurvlinderberm,Vuurvlinderberm,Houten,3994 WH,52.03592,5.18201
2016-06-04,63466,BB63095F-C1DB-4CBB-ACBA-D26FEC229FD5,103.0,1.0,50,2016-06-04,2016-03-03,63812,Richterslaan 54,Richterslaan 54,Nieuwegein,3431 AK,52.03561999,5.0785384
2016-06-04,63464,41D3C5B0-1D62-43BC-8471-4ED13A7564DB,103.0,1.0,50,2016-06-04,2016-03-03,63810,Herenstraat 53,Herenstraat 53,Nieuwegein,3431 CX,52.03522304,5.09322159
2016-06-04,63463,1C6C70C1-0863-48C3-8C33-0B40462894ED,180.0,1.0,50,2016-06-04,2016-03-03,63809,Van der Woudendijk 45,Van der Woudendijk 45,Den Haag,2497 XP,52.033914,4.362949
2016-06-23,63461,45C02B9D-8A60-4B2A-8786-7DB4B2C8BEF9,73.0,1.0,50,2016-06-23,2016-03-03,63807,Galvanistraat 83,Galvanistraat 83,Ede,6716 AE,52.0327,5.62266
2016-06-04,63460,DFEAD145-26FB-484C-A1E8-AABB4E66ECDE,73.0,1.0,50,2016-06-04,2016-03-03,63806,Boylestraat 46,Boylestraat 46,Ede,6718 XM,52.03215,5.6014
2022-07-26,63459,286ECA81-253F-4A74-A5BC-6EBFC52054E3,73.0,1.0,50,2022-07-26,2016-03-03,63805,Dwarsweg,Dwarsweg,Utrechtse Heuvelrug,3959 AK,52.03022,5.51892
2016-06-04,63458,EC12656C-A294-4308-A73E-9B0C66673C46,73.0,1.0,50,2016-06-04,2016-03-03,63804,Boylestraat 46,Boylestraat 46,Ede,6718 XM,52.03094,5.60139
2016-06-04,63457,F9F3981D-A1EC-4123-81DB-47315E3E1C15,73.0,1.0,50,2016-06-04,2016-03-03,63803,ABC Westland 401,ABC Westland 401,Westland,2685 DE,52.02987,4.22948
2016-06-04,63456,EC36062E-0453-4F19-AFC6-B0189F0E42C9,103.0,1.0,50,2016-06-04,2016-03-03,63802,Schouwstede 7003,Schouwstede 7003,Nieuwegein,3431 JB,52.0288715,5.07846987
2016-06-04,63455,92CD23A3-C991-4ED2-9DA5-77973E5F69FD,103.0,1.0,50,2016-06-04,2016-03-03,63801,Friezenpoort 3,Friezenpoort 3,Houten,3991 JH,52.0287029,5.15634374
2016-06-04,63454,C7172229-5C3A-4894-84D1-0BC4F3630C11,180.0,1.0,50,2016-06-04,2016-03-03,63800,Vogelenzanglaan 2,Vogelenzanglaan 2,Den Haag,2548 SZ,52.028537,4.297828
2016-06-04,63453,78357B45-94F7-4900-A984-E212AD0A69B9,157.0,1.0,50,2016-06-04,2016-03-03,63799,Coenecoop 85B,Coenecoop 85B,Waddinxveen,2741 PH,52.0282972,4.6538564
2016-06-04,63451,29E7F85F-0F9A-493E-A199-2F286B91D401,,1.0,50,2016-06-04,2016-03-03,63797,Leersumsestraatweg 23x-h46,Leersumsestraatweg 23x-h46,Doorn,3941 MN,52.02773,5.385
2016-06-04,63450,E462E25D-796D-42FE-8937-E9E3532A1272,103.0,1.0,50,2016-06-04,2016-03-03,63796,Poldermolen 1,Poldermolen 1,Houten,3994 DD,52.0276047,5.17552948
2016-06-04,63449,5A0A9430-C99B-4F73-A8C6-769A507A51CA,103.0,1.0,50,2016-06-04,2016-03-03,63795,Wulfsedijk 13,Wulfsedijk 13,Houten,3991 RG,52.02755134,5.15170118
2016-06-04,63448,6874C162-FF1A-4DCA-A8FC-A5ECB0147A92,180.0,1.0,50,2016-06-04,2016-03-03,63794,Treslonglaan 90,Treslonglaan 90,Den Haag,2548 RP,52.02745,4.293867
2016-06-04,63447,0CFA187C-EC60-40AB-AE35-095A7ACD679F,73.0,1.0,50,2016-06-04,2016-03-03,63793,Lorentzbaan 11,Lorentzbaan 11,Nieuwegein,3439 NM,52.02563,5.10008
2016-06-04,63446,80261B79-EDFE-4192-8D71-E140D5F5C819,103.0,1.0,50,2016-06-04,2016-03-03,63792,Heemradenlaan 59,Heemradenlaan 59,IJsselstein,3403 BA,52.0264586,5.02788078
2016-06-04,63445,6AA8478D-79D8-4B0A-B415-140605978F81,73.0,1.0,50,2016-06-04,2016-03-03,63791,Sportlaan 11,Sportlaan 11,Veenendaal,3905 AD,52.02611,5.54301
2016-06-04,63444,417BB0C0-F2EB-4160-94F6-ECC7AC4CA111,103.0,1.0,50,2016-06-04,2016-03-03,63790,Plesmanplantsoen 1,Plesmanplantsoen 1,Oudewater,3421 EB,52.02592944,4.87085237
2016-06-04,63442,636FD0D5-88DE-4552-A9C6-A84DCCA57474,157.0,1.0,50,2016-06-04,2016-03-03,63788,Kampenringweg 11,Kampenringweg 11,Gouda,2803 PE,52.0250942,4.6738269
