DateLastVerified,ID,UUID,OperatorID,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DateCreated,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.Latitude,AddressInfo.Longitude
2023-10-09,278546,2C8BA0B2-215D-4562-958E-16EADBA8246A,103.0,2.0,50,2023-10-09,2023-10-01,278933,Emmerhoutstraat,Emmerhoutstraat 1,Emmen,7814 XV,52.816950648536505,6.918983149911014
2023-09-06,274104,E2271DB6-74AC-497D-970E-C08AD6436D3C,3387.0,1.0,50,2023-09-06,2023-09-01,274488,Boerderijwinkel Lagerweij,Rijksstraatweg 61c,Buurmalsen,4197 RL,51.91593988845722,5.276771337816967
2023-09-06,273936,478EBD74-9B6B-4901-A53E-DE2FB4151842,103.0,4.0,50,2023-09-06,2023-08-25,274320,Van der Valk Larserplein Lelystad,Larserplein 1,Lelystad, 8226 PB,52.48266239886473,5.504657788635541
2023-09-06,273927,E0081CC8-8023-4E25-AE12-A52E2D488AC0,3632.0,4.0,50,2023-09-06,2023-08-25,274311,KFC Larserplein Lelystad,Larserplein 20,Lelystad,8226 PB,52.48275573026649,5.505836542592618
2023-04-26,260616,C26B4CFA-2E37-428E-A744-59F4B824E1E4,3504.0,4.0,50,2023-04-26,2023-04-26,261000,LEAP24 Fastcharging station,Kleveringweg 9A,Delft,2616 LZ,52.02587329680358,4.363657738411348
2023-04-26,260615,A5C3ECBB-5580-426B-B7EA-F937E29DC407,3504.0,6.0,50,2023-04-26,2023-04-26,260999,LEAP24 Fast Charging Station,Graham Bellstraat 43,Zwolle,8013 PL,52.48467601267876,6.131613538762423
2023-04-26,260614,97CC7F48-4C1E-4B2C-8F64-674E28AC0FC9,3504.0,6.0,50,2023-04-26,2023-04-26,260998,Eeser Veld,Eeser Veld,Steenwijk,8347 JD,52.804779000051155,6.133885326612699
2023-04-22,260350,C0980657-1FE9-41D6-BE51-1C3108A1CFE8,1.0,1.0,50,2023-04-22,2023-04-21,260734,Berliozstraat,Berliozstraat,Capelle aan den IJssel,2901 GA,51.91689902158163,4.56201683552149
2023-04-22,260348,D2769DA9-7D64-4719-8460-BDDC6272D6CB,1.0,1.0,50,2023-04-22,2023-04-21,260732,Puccinistraat,Puccinistraat,Capelle aan den IJssel,2901 GL,51.91759733356153,4.56515469493084
2023-04-21,260327,432BB27C-C647-46E1-8AB5-5800CA889A84,3387.0,2.0,50,2023-04-21,2023-04-20,260711,Castellum,Rossinistraat 112,Capelle aan den Ijssel,2901GJ,51.9168755697022,4.565175905029946
2023-03-21,258262,03D9A1C1-B6F8-412E-AD98-BCE427A2E323,103.0,1.0,50,2023-03-21,2023-03-21,258646,Groene Kruisweg,Groene Kruisweg,Spijkenisse,3208 KA,51.858566250616946,4.2936322845002906
2023-03-15,256957,C274DD57-63EE-4953-8723-61A928DC8A64,1.0,1.0,50,2023-03-15,2023-03-15,257341,De Wildkansel,De Wildkansel,,8251 ME,52.521086139767704,5.731164197082762
2023-03-04,238390,54DE6F07-8F83-4D6C-AC5C-F46C3CC5AF40,47.0,1.0,50,2023-03-04,2023-03-04,238774,Mc Donalds Ijsselstein,Lorentzlaan,IJsselstein,3401 MX,52.014896340300794,5.06245760912293
2023-03-04,238389,2A59654E-C064-4234-AD9F-9E814387FE0B,47.0,6.0,50,2023-03-04,2023-03-04,238773,Haje Allego Ultra E Nieuwegein Oost,Waterliniedok,Nieuwegein,3433 NV,52.01118158983823,5.1220471338107245
2023-03-04,238388,2C11156F-072A-416A-9489-B2D96889BD9F,47.0,1.0,50,2023-03-04,2023-03-04,238772,Mc Donalds Nieuwegein ,Ravenswade,Nieuwegein,3439 LD,52.04920110246246,5.117388801827872
2023-03-04,238387,7CC524E9-1377-47C2-97A5-B616B76DD825,47.0,2.0,50,2023-03-04,2023-03-04,238771,Divers Woerden,Europabaan,Woerden,3446 CE,52.075587540309186,4.901184234016853
2023-03-04,238386,A543C1A2-9612-4492-B227-394A6A0143D1,47.0,2.0,50,2023-03-04,2023-03-04,238770,Shell A12 Hellevliet,Rijksweg A12,Woerden,3481 CV,52.08093975266934,4.983936303056225
2023-03-04,238385,929C3638-907E-4E94-AC57-21EA35065635,47.0,2.0,50,2023-03-04,2023-03-04,238769,Shell Recharge Veldhuizen,Veldhuizerweg,Harmelen,3481 ZZ,52.0819105021566,5.003278715701072
2023-02-23,235545,CF27F53F-B0FD-40E3-B0C6-BFC3350BB87B,3387.0,2.0,50,2023-02-23,2023-02-23,235929,Rivierenlaan 164,Rivierenlaan 164,Pijnacker,2641 RK,52.008437986141985,4.438623144085568
2023-02-21,235341,760B6873-7F7A-4378-BB0B-2EC793085F0D,103.0,2.0,50,2023-02-21,2023-02-18,235725,Rosendaalsestraat 318,Rosendaalsestraat 318,Arnhem,6824 CW,51.989283738948245,5.926502582741591
2023-02-11,213619,1DE21223-B9D5-446D-8B1C-4C29BF2329DA,45.0,2.0,50,2023-02-11,2023-02-08,213999,Avia Marees Den Oever,Havenweg 2,Den Oever,1779 XT,52.92906820812402,5.028645395294689
2023-01-17,212424,DC6664F5-EAE1-4838-81B6-D6E2BB3B7202,3504.0,4.0,50,2023-01-17,2023-01-17,212804,Meester Cramerweg,Meester Cramerweg,Hoogeveen,7913 WB,52.710549409171165,6.517221954540901
2023-01-17,212423,C70CDFC4-7983-4EBB-B5B2-BDED2CF8AE57,3504.0,2.0,50,2023-01-17,2023-01-17,212803,Zeemansstraat,Zeemansstraat 21,Zaandam,1506 CS,52.440784547014516,4.821080344094412
2023-04-26,212422,D5563442-3D8D-4026-8414-0ABA137DA984,3504.0,8.0,50,2023-04-26,2023-01-17,212802,Oude Groenewoudseweg,Oude Groenewoudseweg 365,,6524 WZ,51.83215405018595,5.859914320165842
2023-01-05,211127,824F3540-68D8-4929-84A9-B4E5DBEF4B97,69.0,2.0,50,2023-01-05,2023-01-05,211507,Parking Hoogvliet,De Halte 269,Ede,6711 NZ,52.04184477866,5.666623285234095
2023-09-18,211037,5262217F-0A62-45EE-98E5-3FF601A11B46,3571.0,2.0,50,2023-09-18,2022-12-30,211417,Kamp 15,Kamp 15,Lelystad,,52.5043093824838,5.482155730281818
2022-12-26,210962,402BC01C-1768-45D7-96EA-143BFC684F2E,47.0,2.0,50,2022-12-26,2022-12-26,211342,Jan Tinbergenweg,Jan Tinbergenweg 3,Zwaag,1689 ZV,52.68088528852729,5.084495657004027
2022-12-13,210384,AAB6EA96-7F03-42DA-AF1E-BB8644854DDE,63.0,1.0,50,2022-12-13,2022-12-10,210764,Theemsstraat,Theemsstraat,Haarlem,2014 RZ,52.37507619143503,4.613204035808508
2022-12-15,210349,1BA14176-821A-4B5C-B22A-D4ECF02448DF,1.0,2.0,50,2022-12-15,2022-12-09,210729,Parkeerterrein Regius College,Julianalaan,Schagen,1741 CL,52.783795024517815,4.797450942261776
2023-01-17,209765,36CA222A-F89B-420D-B8F1-380D90701DCC,3504.0,5.0,50,2023-01-17,2022-11-04,210145,Bavoort LEAP24 Semi-Fast charger,Treekerweg 28,Leusden,3832 GW,52.12276082899771,5.400444811984585
2022-10-16,208214,8C1FD358-ED02-4E4F-BD09-41ABFFF96520,1.0,4.0,50,2022-10-16,2022-10-15,208594,Avelingen-West,Avelingen-West,Gorinchem,4202MS,51.8360073270031,4.939790531752465
2023-02-13,208212,FB80590A-D651-4DAC-86B7-20FA97E75F1B,1.0,4.0,50,2023-02-13,2022-10-15,208592,50 Van Heemstraweg,50 Van Heemstraweg,West Maas en Waal,6658KH,51.87832100591848,5.522909074397148
2022-10-10,207411,F8A12675-1011-453F-A988-6FFCD92E2089,63.0,1.0,50,2022-10-10,2022-10-10,207791,4 Einsteinstraat,4 Einsteinstraat,Haarlem,2014KS,52.36773974028,4.612164531240637
2022-10-10,206938,4540E353-26BD-4D16-AE8E-C4A4FE87FC4E,103.0,6.0,50,2022-10-10,2022-10-08,207318,Johanna's weg,Johanna's weg,,1901 NX,52.561055179424045,4.636920323230129
2022-10-25,204836,2768743F-6912-4980-9EE3-5AE14A5AAB82,3574.0,2.0,50,2022-10-25,2022-10-02,205203,Shakespeareplein,Shakespeareplein,Utrecht,3533 DA,52.088953646361034,5.0900749398151675
2022-10-02,204328,24CDBFD8-17F5-47CC-BCD8-B9FA3B8834C3,108.0,1.0,50,2022-10-02,2022-09-27,204695,McDonald's Parallelweg,Parallelweg,,1948 NV,52.48018978217911,4.666021248274205
2022-09-12,202500,7D5C607E-3FC4-44C9-8045-01E21AFC6030,63.0,1.0,50,2022-09-12,2022-09-11,202867,Nieuwe Kerksplein 16,Nieuwe Kerksplein 16,Haarlem,2011 ZT,52.37749070088256,4.629442271028097
2022-09-07,202121,203B4AFA-7BEC-4216-ADDF-D450D1FA32AD,63.0,1.0,50,2022-09-07,2022-09-07,202488,Stephensonstraat 39,Stephensonstraat 39,Haarlem,2014 KB,52.369181828691126,4.613651889691823
2022-09-04,201483,ABEFE2A5-906F-4FD8-AB17-9DB38A65C6FA,103.0,1.0,50,2022-09-04,2022-09-01,201847,Robijnstraat,Robijnstraat,Leiden,2332JL,52.15618310880117,4.463912704653239
2022-09-04,201482,A4C6D240-C23B-421C-824C-07FE370651B8,103.0,2.0,50,2022-09-04,2022-09-01,201846,7 Carneoolstraat,7 Carneoolstraat,Leiden,2332KA,52.1546048796059,4.460548931738117
2022-09-08,201301,AF71D9AD-0018-4685-9188-0F44CB854CC4,1.0,1.0,50,2022-09-08,2022-08-26,201664,Stephensonstraat,Stephensonstraat,Haarlem,2014 KD,52.36994650289088,4.614159016727285
2022-08-28,201300,AAA11413-C7AF-4C51-97EA-78522E7287E3,1.0,1.0,50,2022-08-28,2022-08-26,201663,Rutherfordstraat,Rutherfordstraat,Haarlem,2014 KA,52.370876207248756,4.614198948038165
2022-08-12,195040,7694A444-92E2-4AF8-8FEB-ED98004AA89D,3299.0,3.0,50,2022-08-12,2022-08-11,195399,IONITY Mienscheer,"Rijksweg A2 7, Niebert",Niebert,9365 TK,53.161647,6.292686
2022-08-08,194587,48967583-C8DC-4C72-9732-DC290E0356F2,63.0,1.0,50,2022-08-08,2022-08-07,194946,Pijlslaan,Pijlslaan,Haarlem,2014 TL,52.372003720140015,4.611520743119058
2022-10-10,194583,E68323DF-A400-48DA-8C8C-18CB43D7628D,74.0,2.0,50,2022-10-10,2022-08-06,194942,Twaalfmat,Twaalfmat,Heemskerk,1967 PV,52.500278047265056,4.702634557778197
2022-08-09,194582,BA03A42F-FDA0-4BD3-A9D3-518DBBBF3F2A,63.0,2.0,50,2022-08-09,2022-08-06,194941,Lorentzkade,Lorentzkade,Haarlem,2014 CE,52.373997763985926,4.611189696895622
2022-08-05,194570,FF2CFDAE-0FE3-4387-91E5-A6A1E1F41B5F,103.0,1.0,50,2022-08-05,2022-08-05,194929,Botnische golf,Botnische golf,Woerden,3446XW,52.07745826113799,4.904246265408801
2022-07-29,194365,D24CBF8C-963D-4B29-9C6A-5ACAE96E61D8,3299.0,4.0,50,2022-07-29,2022-07-28,194724,IONITY Sandelingen Oost,A16 highway2952 AD ,Hendrik-Ido-Ambacht,2952 AD,51.836003,4.620008
2022-07-25,194305,CF5EB74E-1022-486F-997C-FC07F0AFA19E,3387.0,2.0,50,2022-07-25,2022-07-24,194664,Boerderijcamping Zuiderhoeve,Dishoekseweg 28A,Koudekerke,4371 NH,51.47525081439318,3.541423812603057
2023-01-17,194248,846843E5-E307-4981-B778-2CE70709625B,3504.0,6.0,50,2023-01-17,2022-07-21,194607,LEAP24 Fast Charge Station,1 Industrieweg,Sittard-Geleen,6163AH,50.981218592935164,5.826535347417348
2022-08-25,194169,104A2B3E-F48D-452C-A1B8-E50B118618CD,63.0,2.0,50,2022-08-25,2022-07-17,194528,Lorentzkade 192,Lorentzkade 192,Haarlem,2014 CE,52.37385749804912,4.611194772672775
2022-07-14,194027,FC60351C-7EEE-445F-A6D4-914C9FE1386B,23.0,24.0,50,2022-07-14,2022-07-11,194386,Slakweg,Slakweg,Maastricht,6228,50.81612219964967,5.725457854811339
2022-07-14,193988,9E012E0D-65F5-4E82-8BD5-BC7B52D764B1,1.0,1.0,50,2022-07-14,2022-07-11,194347,Klappermanstraat,Klappermanstraat,,5554EM,51.3478214,5.4650453
2023-01-17,193861,8F103F63-FC6E-4CA4-9CBB-F9C29B2276A6,3504.0,7.0,50,2023-01-17,2022-07-04,194220,Reyerdijk LEAP24 Snellaadstation,Reyerdijk 110,Rotterdam,3079,51.88148057397515,4.542689376008184
2022-06-06,193379,F5C03586-4AB4-455E-9629-3E7C08BAA86D,1.0,1.0,50,2022-06-06,2022-06-06,193738,31 Hoofdstraat,31 Hoofdstraat,Gorssel,7213CP,52.1982121,6.199734
2022-06-06,193375,AEC834D6-D363-4E12-B719-4FAE1C6E7B1B,1.0,1.0,50,2022-06-06,2022-06-05,193734,Shell Tatelaar Didam,Tatelaarweg 21,Didam,6941RB,51.93702950683783,6.105900472739108
2022-06-06,193365,0F0ABCDC-93A6-46DE-A4A1-FAA0D5423ED8,47.0,6.0,50,2022-06-06,2022-06-04,193724,26-t Boschlaan,26-t Boschlaan,Oost Gelre,7131RE,52.007904406939105,6.555560897646046
2022-05-27,193248,10E4C5F1-D089-4640-8479-3A2087BD10C3,1.0,1.0,50,2022-05-27,2022-05-25,193607,Frans Verpoortenstraat Spaarndam,Frans Verpoortenstraat 3,Spaarndam,2064LX,52.41261361874487,4.6894929669294925
2022-05-27,193247,7595BED2-B558-46FF-A290-F75236C0EDAC,1.0,1.0,50,2022-05-27,2022-05-25,193606,Westhoff 95 Spaarndam ,Westhoff 95,Spaarndam,2064WC,52.413823848322096,4.692106920008882
2022-05-06,192942,4C5DAB62-D6A0-415B-A345-CA65F08D056C,1.0,2.0,50,2022-05-06,2022-05-05,193301,Aaltje Noordewierlaan 12,Aaltje Noordewierlaan 12,Bussum,1403JC,52.26612194182354,5.183866416416777
2022-05-06,192905,95DB7A6A-1452-49EC-A030-E5A568579F22,,0.0,50,2022-05-06,2022-05-03,193264,Egel,Egel,,5509RM,51.43320684103659,5.399156716910397
2022-05-01,192799,057729E6-55AA-4021-8FBE-CB72F67B3AD2,1.0,1.0,50,2022-05-01,2022-04-29,193158,Middenweg,Middenweg,Kapelle,4421JG,51.47255496048646,3.969291790664556
2023-02-13,192609,101E0097-A5BE-43E2-887A-AC351205D457,47.0,1.0,50,2023-02-13,2022-04-18,192968,de Kerentuin 20,de Kerentuin 20,West Maas en Waal,6658WK,51.88218652825981,5.519846062022907
2022-04-20,192595,F83DF058-0586-43D6-BD82-DB8C38C7831D,74.0,4.0,50,2022-04-20,2022-04-17,192954,FastNed Dekkersland,Dekkersland A28,Staphorst,7951 DH,52.62403274801221,6.208360886758413
2022-04-20,192594,182F6818-C7C9-4786-A86A-D534B99796D1,74.0,1.0,50,2022-04-20,2022-04-17,192953,Fastned Paardeweide,Paardeweide A32,Darp,7948 LH,52.75153539954195,6.189469149620919
2023-01-17,192549,5806EBD3-2FA6-4F30-8853-D8B8EC1C5398,3504.0,4.0,50,2023-01-17,2022-04-12,192908,LEAP 24 Fast Charging Station - Almere Transistorstraat,Transistorstraat,Almere,1322CK,52.34607107001267,5.178145318981848
2022-04-11,192503,75C50190-3A1B-4332-86CA-C391356AADAC,74.0,4.0,50,2022-04-11,2022-04-10,192862,FastNed Bovenboer,Rijksweg A32,Darp,7973KT,52.753472323568644,6.186789231245712
2022-04-06,192439,BC88010C-296D-48B1-A222-D959B847C318,103.0,2.0,50,2022-04-06,2022-04-03,192798,Allego Zwaluwstraat 15,Zwaluwstraat 15,Maassluis,3145NG,51.93141936867795,4.238358198599883
2022-04-06,192438,F87CAFB4-D029-4753-9707-E292ED9D6278,74.0,4.0,50,2022-04-06,2022-04-03,192797,Fastned Peulwijk-Oost,Rijksweg A4,Den Hoorn,2635BW,52.00917951726262,4.312016522762235
2022-04-06,192437,74191846-9132-4229-9F74-E5749C3F2D25,74.0,10.0,50,2022-04-06,2022-04-03,192796,Fastned Hogenhoorn,Hogenhoorn 3,Den Hoorn,2635 BZ,52.01195360295989,4.315466804741391
2022-04-02,192339,7BC34EE6-5499-4F51-A08A-BC3164D47B35,1.0,1.0,50,2022-04-02,2022-03-30,192698,van Eerbeeklaan 2,van Eerbeeklaan 2,Uithoorn,1422GG,52.24550215072222,4.829777348453177
2022-02-21,191685,006EEA5F-8258-4179-AC33-4EB27C157A78,1.0,2.0,50,2022-02-21,2022-02-21,192044,Platanenlaan 12,Platanenlaan 12,Nederhorst den Berg,1394 JR,52.25009579068714,5.046898739448807
2022-02-22,191683,F9A89AA7-6DF3-4206-9E8B-8C67AA1090AD,45.0,5.0,50,2022-02-22,2022-02-20,192042,5 Goeseelsstraat,5 Goeseelsstraat,Breda,4817MV,51.59475608450231,4.797436275629025
2022-02-07,191365,E7FF6AE2-F8C2-4F06-9676-810854CA488F,38.0,2.0,50,2022-02-07,2022-02-07,191724,Lidl - Woerden,Lepellaan 1,Woerden,,52.0815342436093,4.8763468008691575
2021-12-29,190860,29C2D400-F957-4E36-8069-B4416ABDBA3F,103.0,2.0,50,2021-12-29,2021-12-28,191219,Martinetsingel,Martinetsingel,Zutphen,7201DZ,52.139127107971944,6.198663242153316
2021-12-29,190859,CF7FA27E-7D98-42F0-A4E6-B870D890109A,3387.0,12.0,50,2021-12-29,2021-12-28,191218,45 Zijlvest,Zijlvest 45,Haarlem,2011VB,52.38162773568132,4.629299343716525
2021-12-29,190858,0691509F-69E8-4F0B-B6DD-E2B81CAC1E6A,73.0,1.0,50,2021-12-29,2021-12-28,191217,Johan de Wittstraat 3,Johan de Wittstraat 3,Wassenaar,2242LB,52.142832881845806,4.396562071018252
2021-12-29,190857,47493C76-B424-4172-8489-C5C5EF1A43CC,63.0,2.0,50,2021-12-29,2021-12-28,191216,Koorstraat,Koorstraat,Haarlem,2012GP,52.37612866380192,4.6232540415333006
2022-08-18,190856,836DA649-A065-4188-A7ED-08A3853D970D,63.0,2.0,50,2022-08-18,2021-12-28,191215,Westerstraat,Westerstraat,Haarlem,2013PN,52.38002741031801,4.617947970403748
2021-12-29,190855,2B325EEA-7B28-4193-92AF-143085972AE1,63.0,2.0,50,2021-12-29,2021-12-28,191214,Leidseplein 5,Leidseplein 5,Haarlem,2013PV,52.37936273410284,4.624896923061669
2021-12-29,190854,0124B77E-45A9-4C32-AE49-26E655C05CF9,63.0,2.0,50,2021-12-29,2021-12-28,191213,Leidsevaart,Leidsevaart,Haarlem,2013HC,52.379180705342606,4.6255161386943655
2021-12-29,190853,97FE51C3-D124-4890-801C-62EA4524817B,63.0,2.0,50,2021-12-29,2021-12-28,191212,Emmaplein 44,Emmaplein 44,Haarlem,2014XK,52.37615398667208,4.620922324279832
2021-12-31,190852,53997AA1-7C15-4CAA-832F-0919D759D4AA,3447.0,2.0,50,2021-12-31,2021-12-28,191211,Oranjeboomstraat 192,Oranjeboomstraat 192,Haarlem,2013WD,52.3784293311314,4.621668786092414
2021-12-25,190800,BD05C762-CA64-4F49-B045-784B48AD09E4,69.0,4.0,50,2021-12-25,2021-12-25,191159,Kloosterhof 1 Malden,Kloosterhof 1,Heumen,6581WL,51.78351485299547,5.853117655653705
2021-12-25,190786,B7964B4D-F380-44FB-86D2-EF1024DE0382,103.0,2.0,50,2021-12-25,2021-12-23,191145, Allego (NL) - 2 Beelen - Tolbert,Beelen 2,Tolbert,9356 CA,53.16617235219772,6.365452206876483
2021-12-19,190742,69729E32-FF5F-448D-938E-8A46CA11E8A2,1.0,1.0,50,2021-12-19,2021-12-19,191101,1A Maliestraat,1A Maliestraat,Utrecht,3581SH,52.09439885061656,5.13682600351558
2021-12-19,190741,C6E392CB-8BA2-4D1C-9F5D-C42D5C139064,1.0,1.0,50,2021-12-19,2021-12-19,191100,Partou Kinderopvang,Partou Kinderopvang,Utrecht,3581ET,52.09460183680176,5.137383584372742
2021-12-19,190740,85DD74F8-33E0-4E40-99CD-D0039A7B9C7B,1.0,1.0,50,2021-12-19,2021-12-19,191099,2 Johan de Wittstraat,2 Johan de Wittstraat,Utrecht,3581XX,52.08747062866928,5.1294540610476815
2021-12-19,190739,399A56CB-BF57-4BE3-BE25-8322719D9A0E,1.0,1.0,50,2021-12-19,2021-12-19,191098,50 Maliesingel,50 Maliesingel,Utrecht,3581BN,52.08681383473356,5.12965218031195
2021-12-19,190738,400F9DB4-48C8-4D21-A366-349E9F5E73C6,1.0,1.0,50,2021-12-19,2021-12-19,191097,146-BS Frederik Hendrikstraat,146-BS Frederik Hendrikstraat,Utrecht,3583VS,52.08753185131545,5.144907961435706
2021-12-19,190737,5807B867-D0B9-4905-BD95-89CD52639D44,1.0,1.0,50,2021-12-19,2021-12-19,191096,Frederik Hendrikstraat,Frederik Hendrikstraat,Utrecht,3583VN,52.0893326912462,5.144997951445703
2021-12-19,190736,C8C7BD55-7825-4B4C-9025-71387A9A4866,1.0,1.0,50,2021-12-19,2021-12-19,191095,Dillenburgstraat,Dillenburgstraat,Utrecht,3583VC,52.08933791435135,5.144052165853964
2021-12-19,190735,B2732172-F1C2-4135-836D-8F962CCEF7FD,1.0,1.0,50,2021-12-19,2021-12-19,191094,Frederik Hendrikstraat,Frederik Hendrikstraat,Utrecht,3583VV,52.09133977918398,5.144411430434616
2021-12-19,190734,017EF5B4-F08A-4930-9B20-88172B943555,1.0,1.0,50,2021-12-19,2021-12-19,191093,22 Johan Willem Frisostraat,22 Johan Willem Frisostraat,Utrecht,3583JT,52.091211258387716,5.14362166824526
2021-12-19,190733,53896F5E-DB3D-4405-A036-8693C3417C39,1.0,1.0,50,2021-12-19,2021-12-19,191092,Johan Willem Frisostraat,Johan Willem Frisostraat,Utrecht,3583JR,52.09091765343223,5.1426455651408105
2021-12-19,190732,05963D16-C0FA-4E91-A905-E2D25F0EDC7A,1.0,1.0,50,2021-12-19,2021-12-19,191091,Stolberglaan,Stolberglaan,Utrecht,3583HN,52.09156927028508,5.142013335418824
2021-12-19,190731,B1AB24C7-FC0A-43A9-B4BC-DBB54388A21D,1.0,1.0,50,2021-12-19,2021-12-19,191090,Emmalaan,Emmalaan,Utrecht,3581HM,52.09334789225565,5.13998540702346
2021-12-19,190730,5C1A2EE6-38FF-4268-B1F5-79BD6F6C1B8A,1.0,1.0,50,2021-12-19,2021-12-19,191089,74 Wolter Heukelslaan,74 Wolter Heukelslaan,Utrecht,3581SV,52.094065878017204,5.138216938305618
2021-12-19,190729,C4F150B5-BABA-45F0-9863-7CC2C851F9CE,1.0,1.0,50,2021-12-19,2021-12-19,191088,70 Wolter Heukelslaan,70 Wolter Heukelslaan,Utrecht,3581SV,52.093662668099284,5.138263700923744
2021-12-19,190728,2FE27AE1-0EA5-4CA8-9DE7-CBEACAA12582,1.0,1.0,50,2021-12-19,2021-12-19,191087,65A-BS Wolter Heukelslaan,65A-BS Wolter Heukelslaan,Utrecht,3581SV,52.09299309878932,5.137815118952972
2021-12-19,190727,9EB25934-6F8B-4C91-855D-0055B107AEB2,1.0,1.0,50,2021-12-19,2021-12-19,191086,Zonnehof,Zonnehof,Utrecht,3581MZ,52.08557265458322,5.134593090747785
2021-12-19,190726,66936221-B90B-4F8E-8551-5014BBD34E1F,1.0,1.0,50,2021-12-19,2021-12-19,191085,62 Homeruslaan,62 Homeruslaan,Utrecht,3581MJ,52.08539424128722,5.1366493877505945
2021-12-19,190725,77460107-E1C2-41A5-9587-C91AC848D36B,1.0,1.0,50,2021-12-19,2021-12-19,191084,Koningslaan,Koningslaan,Utrecht,3583GV,52.08549713969251,5.139713048908561
2021-12-19,190724,29E0E4EA-04A9-48EF-9EA6-004060C6DEA9,1.0,1.0,50,2021-12-19,2021-12-19,191083,Wagendwarsstraat,Wagendwarsstraat,Utrecht,3581WH,52.09005478679455,5.133734557582329
2021-12-19,190723,C8E3FE05-1B7D-4462-85AB-97E58EEE8F0F,1.0,1.0,50,2021-12-19,2021-12-19,191082,15 Bloesemstraat,15 Bloesemstraat,Utrecht,3581XA,52.08818594300041,5.133346335065994
2021-12-19,190722,A3D2C5D0-A3FF-4BA2-AAA1-3926D20E7214,1.0,1.0,50,2021-12-19,2021-12-19,191081,Minervaplein,Minervaplein,Utrecht,3581XP,52.086329944695024,5.13538062577652
2021-12-19,190721,ED61E389-9A4F-4894-8F0C-44713020BEB6,1.0,1.0,50,2021-12-19,2021-12-19,191080,80 Bankstraat,80 Bankstraat,Utrecht,3581LP,52.08692819056603,5.135704882230243
2021-12-19,190720,43C7C227-2BA6-48BD-980D-00345CC6CB3A,1.0,1.0,50,2021-12-19,2021-12-19,191079,Willem de Zwijgerstraat,Willem de Zwijgerstraat,Utrecht,3583HA,52.0872231173976,5.14253424432502
2021-12-19,190719,0596ACEF-1774-4185-B2EA-324F7B3CFED8,1.0,1.0,50,2021-12-19,2021-12-19,191078,Dillenburgstraat,Dillenburgstraat,Utrecht,3583VA,52.08916478875773,5.142193386030044
2021-12-19,190718,1BEBBF07-62A2-4012-A391-0B4680D226FB,1.0,1.0,50,2021-12-19,2021-12-19,191077,Van Alphenplein,Van Alphenplein,Utrecht,3581JE,52.091717725238425,5.138035548936045
2021-12-19,190717,4AAA04A5-D7D1-4C65-94B1-A2308FC480C2,1.0,1.0,50,2021-12-19,2021-12-19,191076,Wolter Heukelslaan,Wolter Heukelslaan,Utrecht,3581SR,52.091365709776454,5.13593364135636
2021-12-19,190716,3FB5CF9D-C84D-40D7-881D-F3B3A74047B7,1.0,1.0,50,2021-12-19,2021-12-19,191075,Oudwijkerveldstraat,Oudwijkerveldstraat,Utrecht,3581JP,52.090672992999174,5.139545855576216
2021-12-19,190715,711B010A-EC9D-4F3E-99E7-C7277280E339,1.0,1.0,50,2021-12-19,2021-12-19,191074,Baanstraat,Baanstraat,Utrecht,3581VV,52.08811463525973,5.137616741754414
2021-12-19,190714,BEA7E1CE-0C32-4C3C-A5CB-629FF50DC784,1.0,1.0,50,2021-12-19,2021-12-19,191073,Wilhelminapark,Wilhelminapark,Utrecht,3581NA,52.088493461073995,5.138207920472382
2021-12-19,190713,B136987B-E543-4546-832E-92FA6B2F586A,1.0,1.0,50,2021-12-19,2021-12-19,191072,Van der Duijnstraat,Van der Duijnstraat,Utrecht,3581JW,52.08956879970452,5.137197575874552
2021-12-19,190712,9360476B-6C11-4C63-A7FC-F40A266BE863,,1.0,50,2021-12-19,2021-12-19,191071,Prinsenstraat,Prinsenstraat,Utrecht,3581JT,52.09016646756268,5.138294360708983
2022-08-13,190544,1A0B9E60-478B-4952-ADA7-09EFD48FEC64,3299.0,2.0,50,2022-08-13,2021-12-12,190903,IONITY Overbroek,Overbroek,Opheusden,4051CZ,51.921616,5.603749
2021-12-13,190533,658CD82B-BB40-4502-8952-6C90C20037BE,3299.0,2.0,50,2021-12-13,2021-12-12,190892,IONITY De Knoest,De Knoest,Nieuwegein,3433NW,52.014598,5.122174
2021-12-13,190516,492E0736-C5A8-4680-A35B-DA3D429975EA,3299.0,4.0,50,2021-12-13,2021-12-12,190875,IONITY Apeldoorn-Zuid,Lange Amerikaweg,Apeldoorn,7332BR,52.1791,5.984281
2021-12-03,190378,02FB2074-0ABC-45C1-93DF-DAFB5BFFF1BD,47.0,4.0,50,2021-12-03,2021-12-02,190737,Shell Kooimeer,Rijksweg A9 wz,Alkmaar,1814 XE,52.61466842977481,4.73974268657912
2021-11-07,189833,038D8F66-5012-411A-8CB8-4B088FFD9569,74.0,2.0,50,2021-11-07,2021-11-06,190192,Fastned Bodegraven,Bodegraven,Bodegraven,2411ZZ,52.06609674140043,4.740941524163732
